Kelas,teks_stemming
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'msv', 'studio', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'maret', 'tempat', 'kampus', 'universitas', 'amikom', 'yogyakarta', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['bangsa', 'bangsa', 'harga', 'jasa', 'pahlawan', 'baik', 'balas', 'jasa', 'pahlawan', 'terus', 'juang', 'jaga', 'satu', 'utuh', 'bangsa', 'selamat', 'pahlawan', 'november']"
pengumuman,"['suka', 'duka', 'lalu', 'jalan', 'bentuk', 'syukur', 'kuatdi', 'doa', 'harap', 'panjat', 'rapat', 'selamat', 'tahunbaru', 'jaga', 'sehat', 'semangat', 'isi', 'lembar', 'lembar', 'sobat', 'kreatif']"
pengumuman,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'sempat', 'terima', 'kunjung', 'dewan', 'komisaris', 'pt', 'telkom', 'indonesia', 'kunjung', 'kali', 'dewan', 'komisaris', 'telkom', 'marcelino', 'pandin', 'serta', 'gm', 'witel', 'denpasar', 'serta', 'jajar', 'sambut', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'serta', 'tim', 'inkubasi', 'bisnis', 'tohpati']"
pengumuman,"['bdi', 'denpasar', 'business', 'incubator',  'business', 'talk', 'tema', '', 'e', 'plore', 'business', 'idea', 'insight', 'in', 'digital', 'health', 'industry', '', 'hadir', 'narasumber', '', 'nova', 'ariyanto', 'jono', '', 'co', 'founder', 'ceo', 'psikologi', '', 'made', 'dwi', 'putra', 'wijaya', '', 'koordinator', 'bdi', 'denpasar', 'business', 'incubator', 'giat', 'narasumber', 'sharing', 'knowledge', 'inspirasi', 'proses', 'bisnis', '', 'bisnis', 'akhir', 'giat', 'serta', 'bicara', 'giat', 'tunggu', 'ayo', 'gabung', 'daftar', 'link']"
Inbis Tohpati,"['roadshow', 'gera', 'nasional', 'startup', 'komunitas', 'digital', 'bdi', 'denpasar', 'roadshow', 'gera', 'nasional', 'startup', 'digital', 'hadir', 'kolaborasi', 'bdi', 'denpasar', 'startup', 'komunitas', 'bal', 'narasumber', 'inspiratif', 'ajak', 'temu', 'solusi', 'solusi', 'bangun', 'startup', 'digital', 'indonesia', 'ikut', 'tahap', 'tahap', 'program', 'startupdigital', 'berjejaring', 'ajar', 'startup', 'digital', 'ayo', 'daftar', 'diri', 'jumat', 'september', 'wita', 'via', 'zoom', 'link', 'daftar']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'jitu', 'kreasi', 'utama', 'kota', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'smsr', 'yogyakarta', 'smkn', 'kasihan', 'bantul', 'bantul', 'provinsi', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sunting', 'film', 'animasi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Inbis Tohpati,"['tohpati', 'talent', 'camp', 'latih', 'digital', 'skill', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'denpasar',  'kelas', 'workshop', 'kait', 'digital', 'skill', 'plus', 'enterpreneurship', 'butuh', 'era', 'industri', 'ajar', 'mampu', 'teknis', 'bidang', 'rancang', 'ide', 'inovasi', 'bidang',  'kembang', 'skill', 'dunia', 'digital', 'ikut', 'tohpati', 'talent', 'camp', 'workshop', 'laksana', 'offline', 'bdi', 'denpasar', 'tanggal', 'agustus', 'september', 'jam', 'durasi', 'kelas', 'lokasi', 'bdi', 'denpasar']"
pengumuman,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'spektrumedia', 'animation', 'studio',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'maret', 'april', 'tempat', 'balai', 'diklat', 'industri', 'denpasar', 'provinsi', 'bal', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sunting', 'film', 'animasi',  'buru', 'daftar', 'gratis', 'batas', 'pesertadiklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Bikin Maker Space,"['workshop', '', 'sign', 'board', 'laser', 'cut', '', 'buka', 'workshop', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'november', 'tempat', 'bikin', 'makerspace', 'bdi', 'denpasar', 'workshop', 'gratis', 'kuota', 'batas', 'sobat', 'sobat', 'kreatif', 'tarik', 'langsung', 'daftar']"
Diklat 3 in 1,"['diklat', 'sunting', 'film', 'animasi', 'editor', 'angkat', 'iii', 'on', 'site', 'spektrumedia', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'spektrumedia', 'studio', 'kota', 'makassar',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'sembilan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'fakultas', 'ilmu', 'komputer', 'fikom', 'universitas', 'muslim', 'indonesia', 'umi', 'kota', 'makassar', 'provinsi', 'sulawesi', 'selatan', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sunting', 'film', 'animasi', 'editor',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['sabtu', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'inkubasi', 'bisnis', 'tohpati', 'kolaborasi', 'indigospace', 'denpasar', 'startup', 'innovate', 'bal', 'selenggara', 'workshop', 'akselerasi', 'bisnis', '', 'wegrow', 'acceleration', 'program', '', 'giat', 'buka', 'langsung', 'portfolio', 'director', 'mdi', 'ventures', 'dr', 'sandhy', 'widyasthana', 'pmp', 'hadir', 'narasumber', 'profesional', 'amiyandra', 'suratman', 'mdi', 'i', 'gusti', 'sujati', 'agus', 'andiyasa', 'bursa', 'efek', 'indonesia', 'giat', 'ikut', 'start', 'up', 'yangsudah', 'lewat', 'tahap', 'inkubasi', 'tuju', 'giat', 'bagi', 'informasi', 'putar', 'fundraising', 'startup', 'startup', 'lokal', 'kembang', 'produk']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'kampoong', 'monster', 'surakarta', 'provinsi', 'jawa',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'kampus', 'akademi', 'seni', 'desain', 'indonesia', 'asdi', 'kota', 'surakarta', 'jawa', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Teaching Factory,"['webinar', 'digital', 'tourism', 'bdi', 'denpasar', 'business', 'incubator',  'business', 'talk', 'tema', '', 'broaden',  'business', 'insight', 'in', 'tourism', 'industry', '', 'hadir', 'narasumber', '', 'putu', 'surya', 'sudarmadi', '', 'founder', 'ceo', 'guestpro', '', 'bagus', 'putu', 'wahyu', 'nirmala', '', 'co', '', 'founder', 'roamin', 'indonesiadalam', 'giat', 'narasumber', 'sharing', 'knowledge', 'inspirasi', 'proses', 'bisnis', '', 'bisnis', 'akhir', 'giat', 'serta', 'bicara', 'giat', 'workshop', 'laksana', 'tanggal', 'jumat', 'februari', '', 'wita', 'live', 'on', 'zoom', 'meeting', 'jl', 'wr', 'supratman', 'no', 'tohpati', 'denpasar', 'bal', 'tunggu', 'ayo', 'gabung', 'daftar', 'link']"
Inbis Tohpati,"['kunjung', 'kerja', 'inspektur', 'jenderal', 'menteri', 'industri', 'bdi', 'denpasarpada', 'kamis', 'inspektur', 'jenderal', 'menteri', 'industri', 'drs', 'masrokhan', 'mpa', 'jajar', 'kunjung', 'kerja', 'bdi', 'denpasar', 'kunjung', 'kerja', 'kali', 'sosialisasi', 'maturasi', 'sistem', 'kendali', 'intern', 'perintah', 'spip', 'penandatanganan', 'komitmen', 'bangun', 'zona', 'integritas', 'balai', 'diklat', 'industri', 'denpasar']"
Inbis Tohpati,"['tohpati', 'talent', 'camp', 'umum', 'serta', 'kelas', 'game', 'developer', 'selamat', 'serta', 'pilih', 'tohpati', 'talent', 'camp', 'kelas', 'game', 'developer', 'lolos', 'kecil', 'hati']"
Inbis Tohpati,"['kunjung', 'industri', 'inkubator', 'bisnis', 'teknologi', 'ibt', 'triatma', 'mulya', 'jembrana', 'jumat', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'terima', 'kunjung', 'inkubator', 'bisnis', 'teknologi', 'ibt', 'universitas', 'triatma', 'mulya', 'jembrana', 'kunjung', 'industri', 'kali', 'tim', 'ibt', 'universitas', 'triatma', 'mulya', 'terima', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'serta', 'urus', 'inkubator', 'bisnis', 'tohpati', 'center', 'made', 'dwi', 'putra', 'wijaya', 'tuju', 'kunjung', 'manajemen', 'kelola', 'inkubator', 'bisnis', 'profesional', 'inkubator', 'bisnis', 'tohpati', 'center', 'kembang', 'industri', 'digital']"
pengumuman,"['sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'cimahi', 'yogyakarta', 'jakarta', 'simak', 'postingan']"
Kabar Insan Oke ,"['selamat', 'ingat', 'sakti', 'pancasila', 'oktober', 'asal', 'latar', 'beda', 'beda', 'satu', 'indonesia', 'tangguh', 'jaga', 'kebhinekaan', 'jaga', 'rukun', 'harga', 'hormat']"
Teaching Factory,"['character', 'building', 'startup', 'bdi', 'denpasar', 'bentuk', 'tim', 'tangguh', 'tentu', 'faktor', 'kuat', 'personal', 'tim', 'rangka', 'bentuk', 'personal', 'personal', 'tim', 'karakter', 'fisik', 'mental', 'emosional', 'motivasi', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'inkubasi', 'bisnis', 'tohpati', 'selenggara', 'character', 'building', 'startup', 'selasa', 'giat', 'ikut', 'tenant', 'bina', 'startup', 'bdi', 'denpasar', 'harap', 'giat', 'character', 'building', 'tenant', 'startup', 'lingkung', 'bdi', 'denpasar', 'tim', 'solid', 'depan']"
Kabar Insan Oke ,"['sabtu', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'sempat', 'terima', 'kunjung', 'dewan', 'komisaris', 'pt', 'telkom', 'indonesia', 'kunjung', 'kali', 'dewan', 'komisaris', 'telkom', 'marcelino', 'pandin', 'serta', 'gm', 'witel', 'denpasar', 'serta', 'jajar', 'sambut', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'serta', 'tim', 'inkubasi', 'bisnis', 'tohpati', 'kunjung', 'laksana', 'rangka', 'tinjau', 'kembang', 'kerjasama', 'telkom', 'bdi', 'denpasar', 'indigospace', 'denpasar', 'harap', 'kunjung', 'sinergitas', 'bdi', 'denpasar', 'indigospace', 'denpasar', 'tingkat', 'depan']"
Kabar Insan Oke ,"['pandemi', 'covid', 'bawa', 'dampak', 'signifikan', 'aspek', 'hidup', 'segi', 'sehat', 'segi', 'ekonomi', 'situasi', 'serba', 'batas', 'tentu', 'orang', 'juang', 'jalan', 'langsung', 'hidup', 'keluarga', 'hidup', 'mudah', 'semangat', 'juang', 'hidup', 'situasi', 'masyarakat', 'lingkung', 'bdi', 'denpasar', 'pegawai', 'bdi', 'denpasar', 'gotong', 'royong', 'bakti', 'sosial', 'salur', 'paket', 'sembako', 'masyarakat', 'butuh', 'jangkau', 'orang', 'moga', 'bakti', 'sosial', 'ukir', 'senyum']"
Inbis Tohpati,"['ubah', 'passion', 'mu', 'bisnis', 'webinar', 'tanggal', 'selasa', 'april', 'jam', '', 'wita', 'lokasi', 'via', 'zoom', 'clouds', 'meeting']"
Kabar Insan Oke ,"['senin', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'sempat', 'kunjung', 'menteri', 'pendayagunaan', 'aparatur', 'negara', 'reformasi', 'birokrasi', 'rangka', 'evaluasi', 'lapang', 'zona', 'integritas', 'bdi', 'denpasar', 'wilayah', 'bebas', 'korupsi', 'wbkwilayah', 'birokrasi', 'bersih', 'layan', 'wbbm', 'sempat', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'kenal', 'sarana', 'prasarana', 'dukung', 'giat', 'diklat', 'bdi', 'denpasar', 'fasilitas', 'inkubasi', 'bisnis', 'tohpati', 'tim', 'kemenpanrb', 'ajak', 'capai', 'capai', 'raih', 'layan', 'layan', 'bdi', 'denpasar', 'masyarakat', 'bdi', 'denpasar', 'komitmen', 'cipta', 'wilayah', 'zona', 'integritas', 'bdi', 'denpasar']"
Kabar Insan Oke ,"['jumat', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'terima', 'kunjung', 'politeknik', 'negeri', 'ketapang', 'kalimantan', 'barat', 'kunjung', 'industri', 'kali', 'tim', 'politeknik', 'negeri', 'ketapang', 'terima', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'serta', 'urus', 'inkubastor', 'bisnis', 'tohpati', 'center', 'made', 'dwi', 'putra', 'wijaya', 'tuju', 'kunjung', 'benchmarking', 'bdi', 'denpasar', 'peran', 'start', 'up', 'animasi', 'angkat', 'potensi', 'daerah']"
Diklat 3 in 1,"['diklat', 'buat', 'latar', 'animasi', 'dimensi', 'angkat', 'ii', 'on', 'site', 'funymation', 'studio', 'yogyakarta', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'funymation', 'studio', 'provinsi', 'daerah', 'istimewa', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'kampus', 'stsrd', 'visi', 'kota', 'yogyakarta', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
pengumuman,"['sambut', 'balai', 'diklat', 'industri', 'bdi', 'denpasar',  'rapat', 'koordinasi', 'pegawai', 'ta', 'giat', 'koordinator', 'giat', 'kepala', 'subbagian', 'tata', 'usaha', 'rencana', 'rencana', 'program', 'giat', 'jalan', 'ta', 'papar', 'inovasi', 'orang', 'cpns', 'bdi', 'denpasar', 'hasil', 'latih', 'dasar', 'latsar', 'cpns', 'sempat', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'pohon', 'harap', 'tulis', 'pegawai', 'target', 'target', 'capai', 'bdi', 'denpasar']"
Diklat 3 in 1,"['witness', 'aju', 'skema', 'lsp', 'bdi', 'denpasar', 'bnsp', 'lembaga', 'sertifikasi', 'profesi', 'lsp', 'bdi', 'denpasar', 'laksana', 'witness', 'uji', 'kompetensi', 'aju', 'enam', 'skema', 'sertifikasi', 'desainer', 'grafis', 'muda', 'database', 'programmer', 'database', 'administrator', 'junior', 'web', 'programmer', 'junior', 'web', 'developer', 'junior', 'mobile', 'programmer', 'moga', 'bdi', 'denpasar', 'selenggara', 'enam', 'paket', 'diklat', 'in']"
pengumuman,"['selamat', 'serta', 'tohpati', 'talent', 'camp', 'kelas', 'smartphone', 'videography', 'lolos', 'kecil', 'hati']"
Kabar Insan Oke ,"['baik', 'baik', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'wujud', 'bangun', 'zona', 'integritas', 'wilayah', 'bebas', 'korupsi', 'wilayah', 'birokrasi', 'bersih', 'layan', 'lingkung', 'bdi', 'denpasar', 'inovasi', 'sistem', 'layan', 'kuat', 'integritas', 'bdi', 'denpasar', 'enam', 'area', 'ubah', 'manajemen', 'ubah', 'tata', 'laksana', 'manajemen', 'sdm', 'akuntabilitas', 'kerja', 'awas', 'layan', 'publik', 'kamis', 'bdi', 'denpasar', 'sempat', 'daring', 'ikut', 'nilai', 'desk', 'evaluasi', 'zona', 'integritas', 'selenggara', 'menteri', 'pendayagunaan', 'aparatur', 'negara', 'reformasi', 'birokrasi', 'kemenpan', 'rb', 'sempat', 'bdi', 'denpasar', 'papar', 'upaya', 'upaya', 'hasil', 'bangun',  'lingkung', 'bdi', 'denpasar', 'moga', 'bdi', 'denpasar', 'hasil', 'raih', 'predikat', 'wbk']"
Kabar Insan Oke ,"['kelas', 'serta', 'ajar', 'dasar', 'dasar', 'sinematografi', 'ajar', 'aplikasi', 'video', 'editing', 'edit', 'video', 'audio', 'aplikasi', 'master', 'smartphone', 'serta', 'ajak', 'short', 'video', '', 'self', 'branding', '', 'smartphone', 'latar', 'green', 'screen', 'bantu', 'perangkat', 'rekam', 'audio', 'sederhana', 'serta', 'ajak', 'edit', 'video', 'software', 'openshot', 'presentasi', 'produk', 'video', 'latih']"
Inbis Tohpati,"['sobat', 'kreatif', 'sih', 'ga', 'kenal', 'bal', 'bal', 'salah', 'destinasi', 'wisata', 'kenal', 'dunia', 'wisata', 'depan', 'bal', 'harap', 'surga', 'start', 'up', 'digital', 'maju', 'kembang', 'rangka', 'the', 'road', 'to', 'bal', 'startup', 'summit', 'selenggara', 'workshop', 'series', 'uiu', 'tanggal', 'november', 'wita', 'bdi', 'denpasar', 'sobat', 'sobat', 'passion', 'dunia', 'digital',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'workshop', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Inbis Tohpati,"['tohpati', 'talent', 'camp', 'kelas', 'internet', 'of', 'things', 'iot', 'pasuk', 'era', 'industri', 'internet', 'of', 'things', 'iot', 'lumrah', 'jumpa', 'hidup', 'hari', 'mana', 'perangkat', 'elektronik', 'integrasi', 'hubung', 'internet']"
pengumuman,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'dinas', 'industri', 'tenaga', 'kerja', 'kabupaten', 'klungkung', 'provinsi', 'bal',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'enam', 'latih', 'tanggal', 'november', 'desember', 'tempat', 'balai', 'diklat', 'industri', 'denpasar', 'denpasar', 'timur', 'bal', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sosial', 'media', 'marketing',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Inbis Tohpati,"['selamat', 'suka', 'duka', 'lalu', 'jalan', 'bentuk', 'syukur', 'kuat', 'doa', 'harap', 'panjat', 'rapat', 'selamat', 'tahunbaru']"
Kabar Insan Oke ,"['rangka', 'monitoring', 'evaluasi', 'manajemen', 'mutu', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'tahun', 'laksana', 'audit', 'internal', 'giat', 'workshop', 'sempurna', 'dokumen', 'laksana', 'audit', 'internal', 'smm', 'iso', 'bdi', 'denpasar', 'laksana', 'senin', 'sd', 'rabu', 'tanggal', '', 'oktober', 'laksana', 'audit', 'internal', 'laksana', 'tim', 'auditor', 'internal', 'bdi', 'denpasar', 'damping', 'konsultan', 'lead', 'auditor', 'iso', 'iso', 'dr', 'erfi', 'ilyas', 'harap', 'laksana', 'audit', 'internal', 'tingkat', 'mutu', 'layan', 'prima', 'bdi', 'denpasar', 'penuh', 'harap', 'langgan', 'layan', 'stakeholders']"
Diklat 3 in 1,"['manfaat', 'ikut', 'diklat', 'simak', 'postingan', 'aja', 'manfaat', 'sobat', 'kreatif', 'dapat']"
Diklat 3 in 1,"['diklat', 'designer', 'grafis', 'muda', 'angkat', 'i', 'on', 'site', 'baraka', 'creative', 'studio', 'sumatera', 'barat', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'baraka', 'creative', 'studio', 'sumatera', 'barat',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'sembilan', 'belas', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'tempat', 'universitas', 'negeri', 'padang', 'unp', 'kota', 'padang', 'sumatera', 'barat', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'desain', 'grafis',  'buru', 'daftar', 'gratis', 'batas', 'pesertadiklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['diklat', 'buat', 'aset', 'animasi', 'dimensi', 'angkat', 'ii', 'on', 'site', 'baraka', 'creative', 'studio', 'sumatera', 'barat', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'baraka', 'creative', 'studio', 'sumatera', 'barat',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'sembilan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'institut', 'seni', 'indonesia', 'isi', 'padang', 'sumatera', 'barat', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['diklat', 'buat', 'gerak', 'animasi', 'dimensi', 'angkat', 'i', 'on', 'site', 'mocca', 'animation', 'studio', 'malang', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'mocca', 'multi', 'talenta', 'provinsi', 'jawa', 'timur',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'delapan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'gedung', 'mocca', 'animation', 'studio', 'kota', 'malang', 'jawa', 'timur', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Agenda,"['selamat', 'serta', 'pilih', 'tohpati', 'talent', 'camp', 'kelas', 'game', 'developer', 'lolos', 'kecil', 'hati']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'sobat', 'kreatifdiklat', 'in', 'buka', 'daftar', 'link', 'cantum', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'kreatif', 'minat', 'jumpa', 'diklat', 'in']"
pengumuman,"['keluarga', 'balai', 'diklat', 'industri', 'denpasar', 'selamat', 'ingat', 'nabi', 'muhammad', 'saw', 'rajab', 'hijriah', 'moga', 'syafaat', 'nabi', 'muhammad', 'saw', 'serta', 'umat', 'mana']"
Bikin Maker Space,"['organisasi', 'jalan', 'capai', 'tuju', 'dukung', 'manajemen', 'sesuai', 'manajemen', 'penting', 'organisasi', 'tugas', 'rencana', 'organisasi', 'laksana', 'awas', 'sumber', 'daya', 'milik', 'giat', 'hadir', 'jajar', 'manajemen', 'serta', 'pegawai', 'bdi', 'denpasar', 'harap', 'rtm', 'program', 'kerja', 'bdi', 'denpasar', 'jalan', 'sesuai', 'harap']"
Kabar Insan Oke ,"['terimakasih', 'pahlawan', 'olahraga', 'olimpiade', 'tokyo', 'medali', 'medali', 'dapat', 'kado', 'indah', 'dirgahayu', 'merdeka', 'republik', 'indonesia', 'pekan', 'pahlawan', 'juang', 'medan', 'perang', 'juang', 'harum', 'nama', 'bangsa', 'bidang', 'olahraga', 'bidang', 'bidang', 'terimakasih', 'tambah', 'semangat', 'juang', 'sulit']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'padang', 'cilacap', 'bandung', 'makassar', 'sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'padang', 'cilacap', 'bandung', 'makassar', 'simak', 'postingan', 'informasi', 'jadwal', 'daftar', 'diklat', 'langsung', 'website', 'bdi', 'denpasar', 'jumpa', 'padang', 'cilacap', 'bandung', 'makassar', 'sobat', 'kreatif', 'diklatin', 'bdidenpasar', 'bdidenpasargoeswbbm',   'bersihmelayani', 'animasi']"
Kabar Insan Oke ,"['negara', 'butuh', 'kerjasama', 'satu', 'kuat', 'aspek', 'hidup', 'kembang', 'dukung', 'batas', 'pemuda', 'pemudi', 'harap', 'bangsa', 'sesuai', 'tema', 'sumpah', 'pemuda', 'pemuda', 'indonesia', 'komitmen', 'satu', 'berantas', 'pandemi', 'covid', 'obar', 'semangat', 'pemuda', 'bangsa', 'indonesia', 'bangkit', 'pandemi', 'pandang', 'latar', 'suku', 'bangsa', 'agama', 'komitmen', 'wujud', 'ekonomi', 'indonesia', 'tumbuh', 'semangat', 'kewirausahaan', 'pemuda', 'selamat', 'sumpah', 'pemuda', 'oktober', 'bangkit', 'tumbuh']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'jitu', 'kreasi', 'utama', 'kota', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'youth', 'center', 'yogyakarta', 'sleman', 'provinsi', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sunting', 'film', 'animasi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
